"No.","Time","Source","Destination","Protocol","Length","Identification","Sender MAC address","Sender IP address","Info"
"1","0.000000000","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"2","0.078809974","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"3","0.083528009","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"4","0.084362434","IntelCor_e4:13:a8","Broadcast","ARP","60","","34:e6:ad:e4:13:a8","192.168.1.108","Who has 192.168.1.1? Tell 192.168.1.108"
"5","0.142706477","CompalIn_bd:cd:3a","Broadcast","ARP","60","","f0:76:1c:bd:cd:3a","192.168.1.126","Who has 192.168.1.1? Tell 192.168.1.126"
"6","0.168786811","5a:1e:90:10:53:d8","Broadcast","ARP","60","","5a:1e:90:10:53:d8","192.168.1.121","Who has 192.168.1.1? Tell 192.168.1.121"
"7","0.220849224","HewlettP_7b:d9:e4","Broadcast","ARP","60","","d4:c9:ef:7b:d9:e4","192.168.1.111","Who has 192.168.1.1? Tell 192.168.1.111"
"10","0.410277604","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"12","0.473100954","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"13","0.566815651","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"14","0.651757274","HonHaiPr_a6:69:81","Broadcast","ARP","60","","94:53:30:a6:69:81","192.168.1.131","Who has 192.168.1.1? Tell 192.168.1.131"
"15","0.740852237","IntelCor_77:4f:9d","Broadcast","ARP","60","","10:02:b5:77:4f:9d","192.168.1.138","Who has 192.168.1.1? Tell 192.168.1.138"
"16","0.808124193","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"17","0.825376120","5a:1e:90:10:53:d8","Broadcast","ARP","60","","5a:1e:90:10:53:d8","192.168.1.121","Who has 192.168.1.1? Tell 192.168.1.121"
"18","0.848873464","AsustekC_37:7a:f9","Broadcast","ARP","60","","2c:56:dc:37:7a:f9","192.168.1.103","Who has 192.168.1.1? Tell 192.168.1.103"
"21","0.899392098","IntelCor_ce:0a:22","Broadcast","ARP","60","","10:02:b5:ce:0a:22","192.168.1.148","Who has 192.168.1.1? Tell 192.168.1.148"
"22","1.024230446","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"23","1.143053594","CompalIn_bd:cd:3a","Broadcast","ARP","60","","f0:76:1c:bd:cd:3a","192.168.1.126","Who has 192.168.1.1? Tell 192.168.1.126"
"24","1.145424629","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"25","1.213912991","HewlettP_7b:d9:e4","Broadcast","ARP","60","","d4:c9:ef:7b:d9:e4","192.168.1.111","Who has 192.168.1.1? Tell 192.168.1.111"
"26","1.271760604","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"27","1.412361306","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"29","1.478428209","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"30","1.479277121","Azurewav_22:40:a3","Broadcast","ARP","60","","28:c2:dd:22:40:a3","192.168.1.147","Who has 192.168.1.1? Tell 192.168.1.147"
"31","1.568654595","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"32","1.625409005","HewlettP_46:0f:53","Broadcast","ARP","42","","a0:2b:b8:46:0f:53","192.168.1.106","Who has 192.168.1.1? Tell 192.168.1.106"
"33","1.658326880","HonHaiPr_a6:69:81","Broadcast","ARP","60","","94:53:30:a6:69:81","192.168.1.131","Who has 192.168.1.1? Tell 192.168.1.131"
"34","1.688301381","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"35","1.741027520","IntelCor_77:4f:9d","Broadcast","ARP","60","","10:02:b5:77:4f:9d","192.168.1.138","Who has 192.168.1.1? Tell 192.168.1.138"
"36","1.836499054","5a:1e:90:10:53:d8","Broadcast","ARP","60","","5a:1e:90:10:53:d8","192.168.1.121","Who has 192.168.1.1? Tell 192.168.1.121"
"37","1.883490479","IntelCor_ce:0a:22","Broadcast","ARP","60","","10:02:b5:ce:0a:22","192.168.1.148","Who has 192.168.1.1? Tell 192.168.1.148"
"38","1.952113128","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"39","2.048903597","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"40","2.081180486","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"41","2.147630109","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"42","2.166320398","Azurewav_22:40:a3","Broadcast","ARP","60","","28:c2:dd:22:40:a3","192.168.1.147","Who has 192.168.1.1? Tell 192.168.1.147"
"43","2.211856489","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"44","2.214305002","HewlettP_7b:d9:e4","Broadcast","ARP","60","","d4:c9:ef:7b:d9:e4","192.168.1.111","Who has 192.168.1.1? Tell 192.168.1.111"
"45","2.385991792","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"46","2.438716720","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"49","2.482445917","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"51","2.571229266","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"54","2.657265445","HewlettP_46:0f:53","Broadcast","ARP","42","","a0:2b:b8:46:0f:53","192.168.1.106","Who has 192.168.1.1? Tell 192.168.1.106"
"57","2.804761191","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"58","2.883920377","IntelCor_ce:0a:22","Broadcast","ARP","60","","10:02:b5:ce:0a:22","192.168.1.148","Who has 192.168.1.1? Tell 192.168.1.148"
"60","3.073004787","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"61","3.076149942","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"62","3.084836416","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"63","3.171407586","Azurewav_22:40:a3","Broadcast","ARP","60","","28:c2:dd:22:40:a3","192.168.1.147","Who has 192.168.1.1? Tell 192.168.1.147"
"64","3.281009886","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"65","3.383775711","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"67","3.466558558","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"68","3.484917378","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"69","3.571405981","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"70","3.644801691","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.147? Tell 192.168.1.122"
"71","3.681277860","HewlettP_46:0f:53","Broadcast","ARP","42","","a0:2b:b8:46:0f:53","192.168.1.106","Who has 192.168.1.1? Tell 192.168.1.106"
"72","3.795623861","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"73","4.077582702","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"74","4.097324816","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"75","4.332473455","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"76","4.346655642","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"79","4.484848668","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"80","4.487459735","IntelCor_e4:13:a8","Broadcast","ARP","60","","34:e6:ad:e4:13:a8","192.168.1.108","Who has 192.168.1.1? Tell 192.168.1.108"
"81","4.490212572","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"82","4.576626560","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"84","4.861133016","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"85","5.083525539","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"86","5.089518724","IntelCor_e4:13:a8","Broadcast","ARP","60","","34:e6:ad:e4:13:a8","192.168.1.108","Who has 192.168.1.1? Tell 192.168.1.108"
"87","5.122633665","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"89","5.301400000","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"91","5.384544920","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"92","5.395263557","Azurewav_22:40:a3","Broadcast","ARP","60","","28:c2:dd:22:40:a3","192.168.1.147","Who has 192.168.1.1? Tell 192.168.1.147"
"93","5.402509657","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"95","5.495112249","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"96","5.509406921","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"98","5.576381020","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"99","5.772909355","AsustekC_37:7a:f9","Broadcast","ARP","60","","2c:56:dc:37:7a:f9","192.168.1.103","Who has 192.168.1.1? Tell 192.168.1.103"
"100","5.956905949","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"101","6.076650012","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"102","6.082432446","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"103","6.091512604","IntelCor_e4:13:a8","Broadcast","ARP","60","","34:e6:ad:e4:13:a8","192.168.1.108","Who has 192.168.1.1? Tell 192.168.1.108"
"104","6.146109972","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"105","6.171160236","Azurewav_22:40:a3","Broadcast","ARP","60","","28:c2:dd:22:40:a3","192.168.1.147","Who has 192.168.1.1? Tell 192.168.1.147"
"106","6.350565502","AsustekC_37:7a:f9","Broadcast","ARP","60","","2c:56:dc:37:7a:f9","192.168.1.103","Who has 192.168.1.1? Tell 192.168.1.103"
"107","6.388729828","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"110","6.463756957","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"111","6.500238967","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"113","6.579125670","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"114","6.803253870","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"116","6.875378220","HewlettP_46:0f:53","Broadcast","ARP","42","","a0:2b:b8:46:0f:53","192.168.1.106","Who has 192.168.1.1? Tell 192.168.1.106"
"117","6.916589591","HonHaiPr_a6:69:81","Broadcast","ARP","60","","94:53:30:a6:69:81","192.168.1.131","Who has 192.168.1.1? Tell 192.168.1.131"
"118","7.073851524","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"119","7.077240517","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"120","7.170467215","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"121","7.171695320","Azurewav_22:40:a3","Broadcast","ARP","60","","28:c2:dd:22:40:a3","192.168.1.147","Who has 192.168.1.1? Tell 192.168.1.147"
"122","7.190149753","5a:1e:90:10:53:d8","Broadcast","ARP","60","","5a:1e:90:10:53:d8","192.168.1.121","Who has 192.168.1.1? Tell 192.168.1.121"
"123","7.350848443","AsustekC_37:7a:f9","Broadcast","ARP","60","","2c:56:dc:37:7a:f9","192.168.1.103","Who has 192.168.1.1? Tell 192.168.1.103"
"125","7.505070774","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"127","7.532949520","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"129","7.587286887","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"130","7.650430991","HonHaiPr_a6:69:81","Broadcast","ARP","60","","94:53:30:a6:69:81","192.168.1.131","Who has 192.168.1.1? Tell 192.168.1.131"
"131","7.807647298","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"133","7.829196339","5a:1e:90:10:53:d8","Broadcast","ARP","60","","5a:1e:90:10:53:d8","192.168.1.121","Who has 192.168.1.1? Tell 192.168.1.121"
"134","7.905251724","HewlettP_46:0f:53","Broadcast","ARP","42","","a0:2b:b8:46:0f:53","192.168.1.106","Who has 192.168.1.1? Tell 192.168.1.106"
"137","8.104865685","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"138","8.147972108","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"139","8.195834205","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"140","8.348539595","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"141","8.438712862","Azurewav_22:40:a3","Broadcast","ARP","60","","28:c2:dd:22:40:a3","192.168.1.147","Who has 192.168.1.1? Tell 192.168.1.147"
"143","8.505962191","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"145","8.588419816","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"146","8.598185726","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"147","8.636705075","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.117? Tell 192.168.1.120"
"148","8.653012973","HonHaiPr_a6:69:81","Broadcast","ARP","60","","94:53:30:a6:69:81","192.168.1.131","Who has 192.168.1.1? Tell 192.168.1.131"
"149","8.801047552","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"150","8.829908880","5a:1e:90:10:53:d8","Broadcast","ARP","60","","5a:1e:90:10:53:d8","192.168.1.121","Who has 192.168.1.1? Tell 192.168.1.121"
"152","8.929223880","HewlettP_46:0f:53","Broadcast","ARP","42","","a0:2b:b8:46:0f:53","192.168.1.106","Who has 192.168.1.1? Tell 192.168.1.106"
"153","9.073980741","IntelCor_ce:0a:22","Broadcast","ARP","60","","10:02:b5:ce:0a:22","192.168.1.148","Who has 192.168.1.1? Tell 192.168.1.148"
"154","9.080402139","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"155","9.084104744","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"164","9.129029479","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"173","9.172791730","Azurewav_22:40:a3","Broadcast","ARP","60","","28:c2:dd:22:40:a3","192.168.1.147","Who has 192.168.1.1? Tell 192.168.1.147"
"174","9.219289592","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"176","9.507182788","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"177","9.589839510","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"178","9.658358379","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"179","9.709602229","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"180","9.802165437","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"182","9.885430147","IntelCor_ce:0a:22","Broadcast","ARP","60","","10:02:b5:ce:0a:22","192.168.1.148","Who has 192.168.1.1? Tell 192.168.1.148"
"183","9.911407569","HonHaiPr_a6:69:81","Broadcast","ARP","60","","94:53:30:a6:69:81","192.168.1.131","Who has 192.168.1.1? Tell 192.168.1.131"
"184","10.027716181","IntelCor_e4:13:a8","Broadcast","ARP","60","","34:e6:ad:e4:13:a8","192.168.1.108","Who has 192.168.1.1? Tell 192.168.1.108"
"185","10.078557630","LiteonTe_89:d4:6b","Broadcast","ARP","60","","3c:95:09:89:d4:6b","192.168.1.122","Who has 192.168.1.1? Tell 192.168.1.122"
"186","10.083180687","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"187","10.172761512","Azurewav_22:40:a3","Broadcast","ARP","60","","28:c2:dd:22:40:a3","192.168.1.147","Who has 192.168.1.1? Tell 192.168.1.147"
"188","10.243684773","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"191","10.388005107","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"192","10.422881017","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"194","10.508142289","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"195","10.584345834","IntelCor_e4:13:a8","Broadcast","ARP","60","","34:e6:ad:e4:13:a8","192.168.1.108","Who has 192.168.1.1? Tell 192.168.1.108"
"196","10.588933471","Apple_17:08:d0","Broadcast","ARP","60","","a8:bb:cf:17:08:d0","192.168.1.120","Who has 192.168.1.1? Tell 192.168.1.120"
"197","10.660517556","HonHaiPr_a6:69:81","Broadcast","ARP","60","","94:53:30:a6:69:81","192.168.1.131","Who has 192.168.1.1? Tell 192.168.1.131"
"198","10.708095492","Apple_45:18:cc","Broadcast","ARP","60","","b8:e8:56:45:18:cc","192.168.1.128","Who has 192.168.1.1? Tell 192.168.1.128"
"199","10.710588318","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"200","10.813277527","IntelCor_a2:2c:95","Broadcast","ARP","60","","74:e5:f9:a2:2c:95","192.168.1.101","Who has 192.168.1.1? Tell 192.168.1.101"
"201","10.883286703","CompalIn_bd:cd:3a","Broadcast","ARP","60","","f0:76:1c:bd:cd:3a","192.168.1.126","Who has 192.168.1.1? Tell 192.168.1.126"
"202","10.887325583","IntelCor_ce:0a:22","Broadcast","ARP","60","","10:02:b5:ce:0a:22","192.168.1.148","Who has 192.168.1.1? Tell 192.168.1.148"
"203","11.083646342","HonHaiPr_dd:2a:cd","Broadcast","ARP","60","","14:2d:27:dd:2a:cd","192.168.1.145","Who has 192.168.1.1? Tell 192.168.1.145"
"204","11.190097167","5a:1e:90:10:53:d8","Broadcast","ARP","60","","5a:1e:90:10:53:d8","192.168.1.121","Who has 192.168.1.1? Tell 192.168.1.121"
"205","11.268788745","Dell_15:d1:e0","Broadcast","ARP","60","","28:f1:0e:15:d1:e0","192.168.1.119","Who has 192.168.1.1? Tell 192.168.1.119"
"206","11.393341054","LiteonTe_05:e8:c4","Broadcast","ARP","60","","3c:a0:67:05:e8:c4","192.168.1.144","Who has 192.168.1.1? Tell 192.168.1.144"
"207","11.431444482","LiteonTe_95:f8:bf","Broadcast","ARP","60","","98:22:ef:95:f8:bf","192.168.1.130","Who has 192.168.1.1? Tell 192.168.1.130"
"209","11.512709300","Apple_e9:9b:b4","Broadcast","ARP","60","","48:bf:6b:e9:9b:b4","192.168.1.109","Who has 192.168.1.1? Tell 192.168.1.109"
"212","11.582240508","IntelCor_e4:13:a8","Broadcast","ARP","60","","34:e6:ad:e4:13:a8","192.168.1.108","Who has 192.168.1.1? Tell 192.168.1.108"
